access,defibrillator:location,defibrillator:location:pl,description,description:pl,indoor,latitude,location,longitude,note,note:pl,opening_hours,operator,osm_id,phone,wikimedia_commons
private,Samochód ratowniczo-gaśniczy,,,,,54.6250111,,17.6762385,,,,Jednostka OSP Krępa Kaszubska,9633869351,,
private,Samochód ratowniczo-gaśniczy,,,,,49.8556072,,21.9004137,,,,OSP Niebylec,9633870123,,
private,Samochód ratowniczo-gaśniczy,,,,,54.0027838,,18.4410123,,,,OSP Krąg,9633876505,,
permissive,W budynku portierni przy bramie wjazdowej.,,,,yes,51.1956349,,17.384676,,,24/7,GKN Driveline Polska,9633966901,+48 71 399 80 00,
customers,"Na ścianie budynku, obok wejścia.",,,,yes,51.2121848,,17.3966548,,,,Szkoła Podstawowa nr 6 im. Janusza Korczaka,9634009175,,
yes,"Na ścianie budynku, obok wejścia",,,,no,51.2045509,,17.3882836,,,24/7,Szkoła Podstawowa nr 4 im. Profesora Romana Podoskiego,9634016316,+48 71 798 10 46,
yes,Na ścianie hali sportowej,,,,no,51.2100627,,17.3897266,,,24/7,Szkoła Podstawowa nr 3 im. Podróżników i Odkrywców Polskich,9634024597,+48 71 314 75 51,
permissive,W budynku portierni przy bramie wjazdowej,,,,yes,51.1977292,,17.4140811,,,24/7,GKN DRIVELINE POLSKA SP Z O O,9634032029,71 399 80 00,
yes,Na ścianie budynku przy kasach,,,,no,51.2168086,,17.3884848,,,24/7,ATOL Oleśnicki Kompleks Rekreacyjny Sp. z o.o.,9634041041,+ 48 71 782 39 88,
yes,"Na ścianie budynku, obok parkingu.",,,,yes,51.2063692,,17.3845902,,,,,9634055074,,
customers,W budynku Służb Ratowniczych,,,,yes,51.2025746,,17.3818423,,,08.00-17.00,Służby Ratownicze,9634061292,+48 881 351 301,
yes,"Na ścianie budynku, obok wejścia",,,,yes,51.2021653,,17.3582107,,,,Szkoła podstawowa nr 8 im. Noblistów Polskich,9634061898,+48 71 798 11 33,
,Szpitalny Oddział Ratunkowy w Wejherowie,,,,yes,54.6140158,,18.2443251,,,,Szpitalny Oddział Ratunkowy w Wejherowie,9634231409,,
,Przychodnia Sim-Med,,,,yes,54.6031632,,18.2448405,,,,Przychodnia Sim-Med,9634231410,,
private,Samochód ratowniczo-gaśniczy.,,,,yes,53.5357542,,15.1209767,,,,OSP Dębice,9634882714,,
customers,Rejestracja,,,,yes,50.6859474,,16.6130082,,,,,9641095917,74 833 46 50,
private,Samochód ratowniczo-gaśniczy OSP Wójcice,,,,,50.9812663,,17.4773383,,,,Ochotnicza Straż Pożarna w Wójcicach,9642378702,,
customers,,,,,yes,51.0310632,,17.3369622,,,Mo-Fr 07:00-22:00;Sa 09:00-20:00;Su 11:00-20:00,Centrum Sportu i Rekreacji,9642397040,+48 71 303 65 09,
customers,,,,,yes,51.0347386,,17.331638,,,,Publiczna Szkoła Podstawowa nr 2 im. Marii Skłodowskiej-Curie,9642397046,71 318 12 10,
yes,"Na korytarzu, obok tablicy z numerami pomieszczeń służbowych",,,,yes,51.0408036,,17.3500889,,,Mo-Fr 07:30-15:30,Urząd Miasta i Gminy Jelcz-Laskowice,9642397047,+48 713817100,
customers,na recepcji,,,,yes,50.2280578,,18.9729581,,,Mo-Fr 06:00-21:00,MDK Ligota,9642397917,32 252 32 34,
,"w budynku szkoły, przy głównym wejściu na ścianie obok portierni",,,,yes,52.392078,,17.06949,,,,Szkoła Podstawowa nr 1 w Zalasewie,9643525599,,
private,Samochód ratowniczo-gaśniczy.,,,,yes,53.5443877,,14.9516928,,,,OSP Mosty,9644159374,,
yes,elewacja budynku,,,,no,54.320037,,18.6360332,,,,WBiZK,9645210588,+48 58 778 60 00,
yes,elewacja budynku,,,,no,54.3352767,,18.9313506,,,,WBiZK,9645224091,+48 58 778 60 00,
,na murze oporowym,,,,no,54.3866223,,18.6363899,,,,WBiZK,9645229869,+48 58 778 60 00,
yes,"Na ścianie zewnętrznej,przy wejściu głównym do budynku",,,,no,54.6716601,,17.6180617,,,,Gminny Ośrodek Kultury i Sportu,9645229870,48598611117,
,wolnostojący postument,,,,no,54.4206129,,18.5734668,,,,WBiZK,9645233771,+48 58 778 60 00,
yes,elewacja budynku,,,,no,54.3784409,,18.5866352,,,,WBiZK,9645235012,+48 58 778 60 00,
,wolnostojący postument,,,,no,54.3228572,,18.6060251,,,,WBiZK,9645244170,+48 58 778 60 00,
yes,na ścianie budynku,,,,no,53.8085192,,18.3151433,,,,Starostwo Powiatowe w Starogardzie Gdańskim,9645267035,(58) 767 35 00,
yes,urządzenie na zewnętrznej ścianie budynku przy wejściu,,,,no,54.5005716,,16.7792944,,,,Ochotnicza Straż Pożarna Możdżanowo,9645271168,886369558,
yes,elewacja budynku,,,,no,54.3429081,,18.8326896,,,,WBiZK,9645272685,+48 58 778 60 00,
yes,na ścianie zewnętrznej bucynku przy drzwiach głównych,,,,no,54.5620598,,17.7330238,,,,Urząd Gminy Nowa Wieś Lęborska,9645274176,+48 59 086 120 428,
yes,wolnostojący postument,,,,no,54.3432169,,18.6077128,,,,WBiZK,9645289946,+48 58 778 60 00,
,urządzenie na zewnętrznej ścianie budynku świetlicy wiejskiej przy wejściu,,,,no,54.5482057,,16.9247091,,,,Sołectwo Charnowo,9645351959,793650990,
yes,elewacja budynku,,,,no,54.3355496,,18.5986174,,,,WBiZK,9645357979,+48 58 778 60 00,
yes,wolnostojący postument,,,,no,54.3517452,,18.6534823,,,,WBiZK,9645358443,+48 58 778 60 00,
yes,Urzadzenie zmontowane na elewacji budynku Straznicy,,,,no,54.8304296,,18.2064967,,,,Ochotnicza Straż Pożarna w Karwi,9645366625,58 674 70 48,
yes,elewacja budynku,,,,no,54.4133962,,18.6242785,,,,WBiZK,9645369080,+48 58 778 60 00,
,wolnostojący postument,,,,no,54.4124084,,18.5872829,,,,WBiZK,9645369126,+48 58 778 60 00,
yes,elewacja budynku,,,,no,54.3746896,,18.7310436,,,24/7,WBiZK,9645370169,+48 58 778 60 00,
yes,elewacja budynku,,,,no,54.324838,,18.6142538,,,,WBiZK,9645372227,+48 58 778 60 00,
,wolnostojący postument,,,,no,54.3384774,,18.6186681,,,,WBiZK,9645372288,+48 58 778 60 00,
,elewacja budynku,,,,no,54.3539117,,18.6566729,,,,WBiZK,9645388300,+48 58 778 60 00,
yes,w pomieszczeniu dozoru urzędu,,,,no,54.0869173,,18.7932896,,,,Urząd Miejski Tczew,9645390625,+48 58 77 59 321,
,wolnostojący postument,,,,no,54.3564048,,18.6430497,,,,WBiZK,9645390636,+48 58 778 60 00,
yes,"Urządzenie znajduję się na zewnątrz, przy drzwiach wejściowych w prawym skrzydle budynku.",,,,no,54.5391868,,17.7406513,,,,Sarostwo Powiatowe w Lęborku,9645393422,598624806,
,elewacja budynku,,,,no,54.4286516,,18.4684401,,,,WBiZK,9645399853,+48 58 778 60 00,
,elewacja budynku,,,,no,54.4002017,,18.6647992,,,,WBiZK,9645421448,+48 58 778 60 00,
yes,elewacja budynku,,,,no,54.3253752,,18.6338874,,,,WBiZK,9645422232,+48 58 778 60 00,
yes,"Zamontowane na ścianie sali gimnastycznej , wejście na basen",,,,,54.4310031,,18.4677085,,,,Szkoła Podstawowa nr 81,9645424031,+48 58 552 70 31,
yes,elewacja budynku,,,,no,54.3500852,,18.6598882,,,,WBiZK,9645427243,+48 58 778 60 00,
customers,"URZĄDZENIE ZNAJDUJE SIĘ W ŚRODKU BUDYNKU, PRZY WEJŚCIU GŁÓWNYM PO PRAWEJ STRONIE",,,,yes,54.3484143,,18.666723,,,,SZKOŁY EKONOMICZNO-HANDLOWE IM. MACIERZY SZKOLNEJ W GDAŃSKU,9645590902,(58) 301 55 41,
yes,Na budynku OSP,,,,no,51.7120931,,19.5484146,,,,OSP Łódź- Wiskitno,9645592697,(42) 6499355,
permissive,Punkt socjalny na krańcówce,,,,yes,51.7184476,,19.4860569,,,,UMŁ / MPK Łódź sp. z o.o.,9645598506,(42) 6721111,
customers,Informację można uzyskać w sekretariacie. Wszyscy pracownicy obsługi również mogą przekazać informację,,,,yes,54.4134555,,18.5744607,,,,Szkoła Podstawowa Specjalna nr 37,9645599347,(58) 558 31 13,
customers,"Wejść do budynku, skręcić w prawo urządzenie zamontowane jest na ścianie",,,,yes,54.3447699,,18.6499908,,,,Szkoła Podstawowa nr 67 w Gdańsku,9645601860,+ 48 58 301 27 45,
customers,zamontowane jest na parterze na ścianie na wprost sekretariatu,,,,yes,54.3421618,,18.6308768,,,,Szkoła Podstawowa nr 47 im. Kaszubskiej Brygady WOP w Gdańsku,9645603497,+48 58 302 03 28,
customers,"Urządzenie znajduje się wewnątrz budynku na kondygnacji ""0"". Po wejściu do budynku (wejście główne) należy kierować się zgodnie z usytuowanymi piktogramami. Lokalizacja urządzenia AED - po prawej stronie wejścia do bloku sportowego.",,,,yes,54.3518049,,18.6272171,,,,Szkoła Podstawowa nr 58 im. Kazimierza Sołtysika w Gdańsku,9645603498,+48 58 302 23 91,
yes,Na budynku OSP,,,,no,51.7400434,,19.6119311,,,,OSP Łódź-Andrzejów,9645603910,504255428,
customers,wewnątrz budynku,,,,yes,54.3615414,,18.7114717,,,,WBiZK,9645603911,+ 48 58 778 60 00,
permissive,na basenie,,,,yes,54.3585646,,18.5735691,,,,Szkoła Podstawowa nr 2,9645614833,(58) 348 76 62,
customers,wewnątrz budynku,,,,yes,54.339816,,18.6209333,,,,WBiZK,9645614860,+ 48 58 778 60 00,
customers,"Urządzenie znajduje się po lewej stronie przy wejściu do szkoły, jest widoczne i oznakowane. Pracownicy portierni są poinformowani o lokalizacji urządzenia i osobach przeszkolonych do obsługi.",,,,yes,54.387483,,18.6253828,,,,Szkoła Podstawowa nr 52 w Gdańsku,9645614914,+48 58 341 63 10,
private,Samochód ratowniczo-gaśniczy,,,,,53.3308931,,18.1999549,,,,UMiG Pruszcz,9645615295,,
private,Samochód ratowniczo-gaśniczy,,,,,53.3308548,,18.1999165,,,,UMiG Pruszcz,9645615296,,
private,Samochód ratowniczo-gaśniczy,,,,,53.3309366,,18.199996,,,,UMiG Pruszcz,9645615297,,
yes,Na przystanku tramwajowym,,,,no,51.7591769,,19.4575972,,,,UMŁ / Zarząd Dróg i Transportu Łódź,9645616095,(42) 6384911,
yes,elewacja budynku,,,,yes,54.4310972,,18.4677827,,,,WBiZK,9645616096,+ 48 58 778 60 00,
customers,Urządzenie znajduje się w portierni - zaraz obok głównego wejścia do budynku,,,,yes,54.3309613,,18.6281617,,,,Szkoła Podstawowa nr 56 w Gdańsku,9645622499,(58) 309 44 21,
customers,"Urządzenie znajduję się w budynku szkoły, przy wejściu głównym, przy pomieszczeniu całodobowej ochrony.",,,,yes,54.3250043,,18.5841723,,,,Szkoła Podstawowa nr 12 w Gdańsku,9645624904,786 12 12 15,
customers,"w segmencie budynku, w którym znajduje się basen, w pomieszczeniu ratowników",,,,yes,54.4189294,,18.5731355,,,,Zespół Szkół Sportowych i Mistrzostwa Sportowego im. Janusza Kusocińskiego w Gdańsku,9645627202,+48 58 717 10 27,
permissive,Punkt socjalny na krańcówce,,,,yes,51.7479252,,19.3833822,,,,UMŁ / MPK Łódź sp. z o.o.,9645628674,+48 42 672 11 11,
customers,wewnątrz budynku,,,,yes,54.351439,,18.6363254,,,,WKiO,9645630663,+48 58 526 81 02,
customers,przy głównym wejściu,,,,yes,54.3772917,,18.5957575,,,,Zespół Szkół Ogólnokształcących nr 13,9645631296,+48 58 341 06 71,
customers,w sali gimnastycznej,,,,yes,54.3768617,,18.5953975,,,,Zespół Szkół Ogólnokształcących nr 13,9645631297,+48 58 341 06 71,
customers,Wewnątrz budynku obiektu sportowego przy portierni.,,,,yes,54.3534731,,18.6035256,,,,Zespół Szkolno-Przedszkolny nr 2,9645632213,+48 58 302 46 04,
customers,Wewnątrz budynku szkoły przy portierni głównej,,,,yes,54.353451,,18.603019,,,,Zespół Szkolno-Przedszkolny nr 2,9645632214,+48 58 302 46 04,
customers,naprzeciwko sekretariatu,,,,yes,54.3567808,,18.6140789,,,,Szkoła Podstawowa nr 43,9645634571,+ 48 58 302 20 10,
customers,"Urządzenie znajduje się na terenie szkoły, przy wejściu głównym, po lewej stronie i oznakowane",,,,yes,54.405902,,18.5932135,,,,Szkoła Podstawowa nr 79,9645634949,+48 58 553 12 60,
customers,Główne wejście do budynku szkoły. Hol szkoły - przy sekretariacie pokój 1.,,,,yes,54.402267,,18.6625205,,,,Zespół Szkół Ogólnokształcących nr 5 w Gdańsku,9645636529,(58) 343 13 06,
permissive,"przy trybunach, w holu hali sportowej ZSO nr 7 w Gdańsku , poziom 1 - wejście od strony dziedzińca",,,,yes,54.3398725,,18.6218813,,,,Zespół Szkół Ogólnokształcących nr 7 w Gdańsku,9645636671,+48 58 302 85 20,
permissive,AED na wyposażeniu hali sportowej,,,,,54.4056126,,18.5975557,,,,Gdański Ośrodek Sportu,9645640948,,
yes,Na budynku OSP,,,,no,51.7944363,,19.5910924,,,,OSP Łódź-Nowosolna,9645648856,,
yes,Punkt socjalny na krańcówce,,,,no,51.7400082,,19.4638158,,,,UMŁ / MPK Łódź sp. z o.o.,9645648861,+48 42 672 11 11,
customers,Urządzenie znajduje się w portierni szkoły przy wejściu,,,,yes,54.3614077,,18.7122577,,,,Zespół Szkolno-Przedszkolny nr 4,9645656074,+48 58 307 30 61,
customers,"Urządzenie znajduje się w budynku na korytarzu, w starej części szkoły.",,,,yes,54.3398878,,18.5087372,,,,Szkoła Podstawowa Nr 84 im. Jana Brzechwy w Gdańsku,9645656076,+48 58 349 57 13,
customers,"hala sportowa, należy zgłosić się do recepcji Gdańskiej Szkoły Szermierki",,,,yes,54.3878212,,18.5745151,,,,Gdańska Szkoła Szermierki,9645656580,+48 58 556 00 14,
customers,przy wejściu do szkoły,,,,yes,54.4180476,,18.5866694,,,,Szkoła Podstawowa nr 60,9645658995,+48 58 557 16 26,
yes,Punkt socjalny na krańcówce,,,,no,51.7005366,,19.413107,,,,UMŁ / MPK Łódź sp. z o.o.,9645661916,+48 42 6721111,
customers,"parter budynku głównego VIII LO, naprzeciw portierni",,,,yes,54.3479846,,18.6172751,,,,VIII Liceum Ogólnokształcące im. KEN w Gdańsku,9645662065,+48 58 302 00 10,
permissive,Punkt socjalny na krańcówce,,,,yes,51.8173747,,19.4191981,,,,UMŁ / MPK Łódź sp. z o.o.,9645663062,+48 42 672 11 11,
customers,wewnątrz budynku- sekretariat,,,,yes,54.3498209,,18.6308041,,,,GCŚ,9645663104,+48 58 326-50-51,
permissive,Punkt socjalny na krańcówce,,,,yes,51.7423094,,19.384385,,,,UMŁ / MPK Łódź sp. z o.o.,9645663788,+48 42 672 11 11,
customers,AED na wysposażeniu przystani,,,,,54.357482,,18.710684,,,,Gdański Ośrodek Sportu,9645670368,,
customers,przy portierni,,,,yes,54.360771,,18.7201911,,,,Zespół Szkolno-Przedszkolny nr 3,9645670369,+48 58 307 31 21,
customers,"Urządzenie zamontowane jest na parterze na korytarzu, ok 15m od wejścia głównego.",,,,yes,54.3579717,,18.6529992,,,,Szkoła Podstawowa nr 57,9645670370,+48 58 301 34 96,
customers,elewacja budynku,,,,yes,54.3956418,,18.6797516,,,,WBiZK,9645672632,+ 48 58 778 60 00,
customers,"Urządzenie znajduje się w portierni szkoły SOiT ""Conradinum"" - przy wejściu głównym od ul. Piramowicza 1/2 Gdańsk-Wrzeszcz",,,,yes,54.3749286,,18.6219637,,,,"Szkoły Okrętowe i Techniczne ""Conradinum""",9645673126,+48 58 341 20 18,
customers,"Urządzenie znajduje się za drzwiami wejściowymi w placówce, Na drzwiach znajduje się etykieta informacyjna AED.",,,,yes,54.3861762,,18.6120782,,,,Szkoła Podstawowa Nr 49 im. Księdza Bronisława Komorowskiego w Gdańsku,9645677239,+48 58 341 37 33,
customers,"Urządzanie znajduje się za wejściem głównym, przy drzwiach do portierni.",,,,yes,54.4020203,,18.6040397,,,,Zespół Szkół Ogólnokształcących nr 8 im. Jana Pawła II,9645682235,+48 58 346 94 32,
customers,"Przy wejściu, w pomieszczeniu portierni",,,,yes,54.3409787,,18.6688767,,,,Szkoła Podstawowa Nr 59 im. 1 Dywizji Pancernej gen. Stanisława Maczka,9645820783,+48 58 306 96 99,
customers,"urządzenie znajduje się na parterze,zawieszone na ścianie na wprost sekretariatu",,,,yes,54.3533995,,18.4809654,,,,Szkoła Podstawowa nr 83,9645821744,+48 58 349 56 74,
private,Samochód ratowniczo-gaśniczy,,,,,54.2731382,,18.4642379,,,,Urząd Gminy Kolbudy,9645821807,+48 58 691 05 46,
customers,"w budynku - podpiwnicze, przy wejściu dla uczniów",,,,yes,54.3164314,,18.5894848,,,,Szkoła Podstawowa nr 86 im. prof. Jerzego Sampa w Gdansku,9645859286,+48 58 309 93 08,
yes,Na budynku OSP,,,,no,51.7949797,,19.5240862,,,,OSP Łódź - Sikawa,9645859943,+48 515 567 460,
customers,wewnątrz budynku,,,,yes,54.356719,,18.639097,,,,WBiZK,9645859944,+ 48 58 778 60 00,
customers,W Budynku Urzędu Stanu Cywilnego,,,,yes,51.737981,,19.4632013,,,,Urząd Miasta Łodzi,9645867968,+48 42 638 58 02,
customers,"Należy wejść do szkoły od ul. Śluza , AED znajduje się przy portierni.",,,,yes,54.3421328,,18.6573238,,,,Szkoła Podstawowa nr 65 im. Alfa Liczmańskiego,9645886814,+48 58 301 45 46,
customers,na korytarzu blisko głównych drzwi wejściowych do szkoły i sekretariatu,,,,yes,54.3867806,,18.6044513,,,,X Liceum Ogólnokształcące,9645890261,+48 58 341 49 15,
customers,Znajduje się przy portierni w budynku szkoły.,,,,yes,54.3590043,,18.6487681,,,,I Liceum Ogólnokształcące im. M. Kopernika,9645890270,+48 58 301 67 34,
customers,"na parterze budynku szkoły, przed wejściem do sali gimnastycznej, na ścianie po lewej stronie",,,,yes,54.4081013,,18.5840547,,,,Zespół Szkół Specjalnych nr 2,9645899353,+48 58 553 59 34,
customers,"hol, przy portierni",,,,yes,54.3523106,,18.6738278,,,,VI Liceum Ogólnokształcące im. Obrońców Helu,9645899393,+48 58 346 38 21,
customers,urządzenie znajduje się przy głównym wejściu do szkoły - zaraz po wejściu po prawej stronie,,,,yes,54.3270272,,18.6247492,,,,Szkoła Podstawowa nr 19,9645901214,+48 58 306 75 00,
yes,Punkt socjalny na krańcówce,,,,no,51.7517183,,19.5748353,,,,UMŁ / MPK Łódź sp. z o.o.,9645903525,+48 42 672 11 11,
customers,kancelaria MOPR (parter),,,,yes,54.3779105,,18.6212935,,,,MOPR,9645904078,+48 58 342 31 50,
customers,wewnątrz budynku,,,,yes,54.352451,,18.6451713,,,,WKiO,9645906067,+48 58 526 81 02,
customers,W budynku na Przystani Żeglarskiej Kolbudy,,,,yes,54.2741519,,18.4794123,,,,Urząd Gminy Kolbudy,9645909055,+48 58 691 05 37,
customers,"Po wejściu do budynku wejściem głównym od ul. Sosnowej, antresola parteru, po prawej stronie ściana sali świetlicy nad hydrantem",,,,yes,54.3774805,,18.602755,,,,Szkoła Podstawowa nr 45 im. Bohaterów Westerplatte,9645925104,+48 58 341 47 13,
customers,"Wewnątrz budynku, od wejścia głownego po lewej stronie 15 m w głab korytarza",,,,yes,54.3584615,,18.6912235,,,,,9645931375,+48 58 307 38 23,
customers,Brak oznakowania,,,,yes,54.3440325,,18.5621866,,,,Szkoła Podstawowa nr 85 im. Zrzeszenia Kaszubsko - Pomorskiego,9645932167,+48 58 322 15 25,
permissive,,,,,,54.3103341,,18.6203144,,,,,9645934368,,
customers,sekretariat szkoły,,,,yes,54.3466663,,18.6638128,,,,Szkoła Podstawowa nr 4 w Gdańsku,9645934878,+48 58 301 54 31,
customers,Wejście główne - parter na ścianie przy portierni.,,,,yes,54.3928628,,18.5944287,,,,XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zjednoczonej Europy,9645935039,+48 537 007 774,
customers,"w segmencie głównym szkoły, przy portierni.",,,,yes,54.4196991,,18.5732061,,,,Zespół Szkół Sportowych i Mistrzostwa Sportowego im. Janusza Kusocińskiego w Gdańsku,9645935040,+48 58 717 10 27,
customers,przy portierni głównej szkoly,,,,yes,54.3585287,,18.5931359,,,,Szkoła Podstawowa nr 1 w Gdańsku,9645940222,+48 58 341 01 67,
yes,Punkt socjalny na krańcówce,,,,no,51.7363587,,19.5090666,,,,UMŁ / MPK Łódź sp. z o.o.,9645946818,+48 42 672 11 11,
yes,Na ścianie obok drzwi,,,,no,52.4129992,,16.91646,,,24/7,,9649137817,,
yes,W urzędzie miasta,,,,yes,51.8563659,,19.4047631,,,,,9653738118,,
yes,W przychodni,,,,yes,51.8597638,,19.4054494,,,,,9653743517,,
customers,Defibrylator znajduje się w budynku.,,,,yes,53.0141077,,18.602013,,,,Urząd Miasta Torunia,9654404336,+48 56 611 84 54,
customers,Defibrylator znajduje się w budynku.,,,,yes,53.0001417,,18.6145979,,,,Urząd Miasta Torunia,9654436054,+48 56 611 84 54,
customers,Urządzenie znajduje się wewnątrz budynku supermarketu Dino.,,,,yes,52.99075,,18.5449,,,Mo-Sa 06:00-22:30; Su 08:30-20:00; PH off,Urząd Gminy Wielka Nieszawka,9654436055,+48 56 678 12 12,
customers,Na wewnętrznej ścianie budynku na parterze. Miejsce jest oznaczone.,,,,yes,53.4660899,,18.7475898,,,"Mo, We, Th 07:30-15:30; Tu 07:30 -17:00; Fr 07:00-13:30; Sa,Su off; PH off",Urząd Miejski,9654446743,+48 56 465 62 00,
customers,Na wewnętrznej ścianie budynku na parterze.,,,,yes,53.4906884,,18.7530906,,,"Mo,We,Th 07:30-15:30; Tu 07:30-17:00; Fr 07:00-13:30; Sa,Su off; PH off",Urząd Miejski,9654454294,+48 56 451 03 71,
customers,Urządzenie znajduje się na wewnętrznej ścianie budynku na parterze.,,,,yes,53.4932324,,18.7578904,,,"Mo, We, Th 07:30-15:30; Tu 07:30 -17:00; Fr 07:00-13:30; Sa,Su off; PH off",Urząd Miejski,9654470914,+48 56 451 02 62,
customers,Defibrylator znajduje się w budynku.,,,,yes,53.0251539,,18.6025638,,,,Urząd Miasta Torunia,9654473681,+48 566 11 84 54,
customers,"Wejście A, I piętro budynku, klatka schodowa.",,,,yes,52.7531001,,18.2612018,,,Mo-Fr 07:30-15:30; Sa-Su off; PH off,Starostwo Powiatowe w Inowrocławiu,9654502565,+48 523 59 22 43,
customers,Defibrylator znajduje się w budynku.,,,,yes,53.0311677,,18.6117618,,,,Urząd Miasta Torunia,9654508556,+48 566 11 84 54,
customers,Urządzenie znajduje się w budynku Urzędu Miejskiego.,,,,yes,52.8751212,,18.6961399,,,"Mo-Fr 07:30-15:30; Sa, Su off; PH off",Gmina Miejska Aleksandrów Kujawski,9654553183,+48 54 282 68 43,
yes,Na ścianie przy drzwiach wejściowych do remizy.,,,,no,51.7445784,,15.5960419,,,24/7,OSP Kożuchów,9655570091,,
customers,W budynku.,,,,yes,53.0174436,,18.5884656,,,,Urząd Miasta Torunia,9655637264,+48 566 11 84 54,
customers,"I piętro, korytarz, po lewej stronie od wejscia do Wydziału Komunikacji i Dróg Starostwa Powiatowego",,,,yes,53.4566272,,17.538024,,,"Mo-Th 07:30-15:30; Tu 07:30-16:00; Fr 07:30-15:00; Sa,Su off; PH off",Urząd,9655652385,+48 523 88 13 00,
customers,Defibrylator znajduje się w budynku.,,,,yes,53.0098854,,18.5687887,,,,Urząd Miasta Torunia,9655671567,+48 56 61 18 454,
customers,W budynku. Na ścianie na parterze.,,,,yes,53.4934604,,18.7618485,,,"Mo, We, Th 07:30-15:30; Tu 07:30 -17:00; Fr 07:00-13:30; Sa,Su off; PH off",Urząd Miejski,9655677401,+48 56 451 03 62,
