name,phone,email,city,street,buildNr,postalCode,specialization,lat,lon
Oddział chorób wewnętrznych i gastroenterologii z odcinkiem diabetologii,87 56 29 312,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,87 56 29 257,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział Chorób Zakaźnych,87 56 29 215,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział chorób zakaźnych,52.9154671,22.52234943288953
"Oddział ginekologii, patologii ciąży i położnictwa",87 56 29 242,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział neonatologiczny,87 56 29 222,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział nefrologiczny,87 56 29 293,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział nefrologiczny,52.9154671,22.52234943288953
Oddział neurologiczny z pododdziałem udarowym,87 56 29 404,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział laryngologiczny,87 56 29 534,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział chirurgii dziecięcej,87 56 29 259,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział Chirurgii Ogólnej z Pododdziałem Chirurgii Onkologicznej,87 56 29 421,spsw@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział ortopedyczno-urazowy,87 56 29 305,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział pediatryczny,87 56 29 275,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział pulmonologiczny,87 56 29 220,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział chorób płuc,52.9154671,22.52234943288953
Oddział urologiczny,87 56 29 501,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział urologiczny,52.9154671,22.52234943288953
Oddział Okulistyczny,87 56 29 421,spsw@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział okulistyczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,87 64 44 284,sekretariat@spzoz.augustow.pl,Augustów,Szpitalna,12,16-300,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,87 64 44 284,sekretariat@spzoz.augustow.pl,Augustów,Szpitalna,12,16-300,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,87 64 44 284,sekretariat@spzoz.augustow.pl,Augustów,Szpitalna,12,16-300,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział ginekologiczno-położniczy,87 64 44 284,sekretariat@spzoz.augustow.pl,Augustów,Szpitalna,12,16-300,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział chirurgii ogólnej,87 64 44 284,sekretariat@spzoz.augustow.pl,Augustów,Szpitalna,12,16-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,87 64 44 284,sekretariat@spzoz.augustow.pl,Augustów,Szpitalna,12,16-300,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,87 64 44 284,sekretariat@spzoz.augustow.pl,Augustów,Szpitalna,12,16-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chorób wewnętrznych i gastroenterologii,85 66 48 511,szpitalpck@bialystok.home.pl,Białystok,Sienkiewicza,79,15-003,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych o profilu kardiologicznym,85 66 48 523,szpitalpck@bialystok.home.pl,Białystok,Sienkiewicza,79,15-003,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,"26 181-70-10, 26 181-67-39",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,"26 181-60-75, 665-707-267",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"26 181-63-27, 665-707-143",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób zakaźnych,"26 181-61-99, 665-707-340",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział chorób zakaźnych,52.9154671,22.52234943288953
Oddział chirurgii szczękowo-twarzowej,665-707-281; 26 181-64-61,dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział chirurgii szczękowo-twarzowej,52.9154671,22.52234943288953
Oddział neurologiczny,"26 181-84-01, 665-707-326, ",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,"26 181-64-25, 665-707-146",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział okulistyczny,"26 181-66-56, 665-707-338",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział okulistyczny,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,"26 -181-64-61, 665-707-336",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział pediatryczny,"26 181-62-43, 26 181-62-54,",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),"26 181-64-41, 665-707-131",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział udarowy,"26 181-84-19, 665-707-139",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział udarowy,52.9154671,22.52234943288953
Oddział urologiczny,26 181-63-23,dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział urologiczny,52.9154671,22.52234943288953
Oddział intensywnego nadzoru kardiologicznego,26 181-83-61; 26 181-85-24,dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział intensywnego nadzoru kardiologicznego,52.9154671,22.52234943288953
Oddział kardiologiczny,"26 181-63-66, 26 181-63-85",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chorób płuc,"26 181-65-80, 665-707-135, ",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział chorób płuc,52.9154671,22.52234943288953
Oddział hematologiczny,"26 181-61-69, 665-707-284",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział hematologiczny,52.9154671,22.52234943288953
Oddział reumatologiczny,"26 181-64-79, 665-707-283",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział reumatologiczny,52.9154671,22.52234943288953
"Oddział Anestezjologii i Intensywnej Terapii w tym Działy: Intensywnej Terapii, Anestezjologii",47 710 45 59,sekretariat@zozmswia.bialystok.pl,Białystok,Fabryczna,27,15-471,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział Kardiologii,47 71 04 209,sekretariat@zozmswia.bialystok.pl,Białystok,Fabryczna,27,15-471,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział Intensywnego Nadzoru Kardiologicznego,47 71 04 211,sekretariat@zozmswia.bialystok.pl,Białystok,Fabryczna,27,15-471,Oddział intensywnego nadzoru kardiologicznego,52.9154671,22.52234943288953
Pracownia Hemodynamiki,47 71 04 217,sekretariat@zozmswia.bialystok.pl,Białystok,Fabryczna,27,15-471,Pracownia hemodynamiki,52.9154671,22.52234943288953
Oddział Chirurgii Urazowo - Ortopedycznej,47 71 04 239,sekretariat@zozmswia.bialystok.pl,Białystok,Fabryczna,27,15-471,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział Urologii,47 71 04 227,sekretariat@zozmswia.bialystok.pl,Białystok,Fabryczna,27,15-471,Oddział urologiczny,52.9154671,22.52234943288953
Oddział Anestezjologii i Intensywnej Terapii,85 66 46 711,bco@onkologia.bialystok.pl,Białystok,Ogrodowa,12,15-027,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział neurologiczny,85 71 91 091,szpital@sppchoroszcz.med.pl,Choroszcz,Plac im. dr Zygmunta Brodowicza,1,16-070,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział Anestezjologii i Intensywnej Terapii,85 81 42 439,szpital_lapy@bk.home.pl,Łapy,Janusza Korczaka,23,18-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny,85 814 24 61,szpital_lapy@bk.home.pl,Łapy,Janusza Korczaka,23,18-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,85 814 24 42,szpital_lapy@bk.home.pl,Łapy,Janusza Korczaka,23,18-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych,85 71 23 319,sekretariat@spzoz-dabrowa.pl,Dąbrowa Białostocka,Marii Skłodowskiej-Curie,15,16-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział Chirurgiczny Ogólny z łózkami leczenia bólu,668877562,chirurgia@szpital-monki.h2.pl,Mońki,Aleja Niepodległości,9,19-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych z łóżkami intensywnej opieki medycznej,668877556,sekretariat@szpital-monki.h2.pl,Mońki,Aleja Niepodległości,9,19-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,668877567,dzieciecy@szpital-monki.h2.pl,Mońki,Aleja Niepodległości,9,19-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział Chorób Wewnętrznych z łóżkami intensywnej opieki medycznej,85 71 67 624,spzoz_knyszyn@poczta.fm,Knyszyn,Grodzieńska,96,19-120,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,86 27 63 660,oaiit@szpitalzambrow.pl,Zambrów,Papieża Jana Pawła II,3,18-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział wewnętrzny,86 27 63 612,wewnetrzny@szpitalzambrow.pl,Zambrów,Papieża Jana Pawła II,3,18-300,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział dziecięcy,86 27 63 619,dzieciecy@szpitalzambrow.pl,Zambrów,Papieża Jana Pawła II,3,18-300,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział ginekologiczno - położniczy,86 27 63 623,ginekologia@szpitalzambrow.pl,Zambrów,Papieża Jana Pawła II,3,18-300,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział intensywnej terapii,875172304,sekretariat@szpital.sejny.pl,Sejny,Dr Edwarda Rittlera,2,16-500,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny,875172322,sekretariat@szpital.sejny.pl,Sejny,Dr Edwarda Rittlera,1,16-500,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział wewnętrzny,875172324,sekretariat@szpital.sejny.pl,Sejny,Dr Edwarda Rittlera,1,16-500,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Pododdział dziecięcy,875172338,sekretariat@szpital.sejny.pl,Sejny,Dr Edwarda Rittlera,1,16-500,Oddział pediatryczny,52.9154671,22.52234943288953
Pododdział położniczo-ginekologiczny z wydzielonymi łóżkami noworodkowymi,875172354,sekretariat@szpital.sejny.pl,Sejny,Dr Edwarda Rittlera,1,16-500,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział ginekologiczny,26 181-65-20,dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział ginekologiczny,52.9154671,22.52234943288953
Oddział nefrologiczny,"26 181-70-75, 665-707-117",dyrekcja@wim.mil.pl,Warszawa,Szaserów,128,04-141,Oddział nefrologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"26 185-29-53, 26 185-29-54",dyrektor@wiml.waw.pl,Warszawa,Zygmunta Krasińskiego,54/56,01-755,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,"26 185-29-27, 26 185-29-57",dyrektor@wiml.waw.pl,Warszawa,Zygmunta Krasińskiego,54/56,01-755,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział okulistyczny,"26 185-29-33, 26 185-29-37",dyrektor@wiml.waw.pl,Warszawa,Zygmunta Krasińskiego,54/56,01-755,Oddział okulistyczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,85 655 22 00,sekretariat@spzozsiemiatycze.pl,Siemiatycze,Szpitalna,8,17-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,85 65 52 206,sekretariat@spzozsiemiatycze.pl,Siemiatycze,Szpitalna,8,17-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,85 65 52 895,sekretariat@spzozsiemiatycze.pl,Siemiatycze,Szpitalna,8,17-300,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,85 65 52 859,sekretariat@spzozsiemiatycze.pl,Siemiatycze,Szpitalna,8,17-300,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,86 278 24 24 wew. 309,sekretariat@szpitalkolno.pl,Kolno,Wojska Polskiego,69,18-500,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,86 278 24 24 wew. 324,sekretariat@szpitalkolno.pl,Kolno,Wojska Polskiego,69,18-500,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,86 278 24 24 wew. 340,sekretariat@szpitalkolno.pl,Kolno,Wojska Polskiego,69,18-500,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,86 27 82 424 wew. 350,sekretariat@szpitalkolno.pl,Kolno,Wojska Polskiego,69,18-500,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,86 273 93 88,sekretariat@szpitalkolno.pl,Kolno,Wojska Polskiego,69,18-500,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgii naczyniowej,91 466 10 00,spsk2@spsk2-szczecin.pl,Szczecin,Powstańców Wielkopolskich,72,70-111,Oddział chirurgii naczyniowej,52.9154671,22.52234943288953
Oddział położniczy,91 466 10 00,spsk2@spsk2-szczecin.pl,Szczecin,Powstańców Wielkopolskich,72,70-111,Oddział położniczy,52.9154671,22.52234943288953
Oddział chorób zakaźnych,91 813 90 00,spwsz@spwsz.szczecin.pl,Szczecin,Arkońska,4,71-455,Oddział chorób zakaźnych,52.9154671,22.52234943288953
Oddział udarowy,91 813 90 00,spwsz@spwsz.szczecin.pl,Szczecin,Arkońska,4,71-455,Oddział udarowy,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),91 880 64 18,sor@zoz-zdroje.pl,Szczecin,Mączna,4,70-780,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,91 880 65 90,sor@zoz-zdroje.pl,Szczecin,Mączna,4,70-780,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,95 749 18 10,izbaprzyjec@szpitalbarlinek.pl,Barlinek,Szpitalna,10,74-320,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,91 578 92 70,sor@zozstargard.pl,Stargard,Wojska Polskiego,27,73-110,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,91 384 20 61,szpital@medicam.pl,Gryfice,Niechorska,27,72-300,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział leczenia oparzeń,91 384 20 61,szpital@medicam.pl,Gryfice,Niechorska,27,72-300,Oddział leczenia oparzeń,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,"22 389-49-70, 664-032-040",kancelaria@wolski.med.pl,Warszawa,Marcina Kasprzaka,17,01-211,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"22 389-48-38, 664-032-006",kancelaria@wolski.med.pl,Warszawa,Marcina Kasprzaka,17,01-211,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział kardiologiczny,22 389-47-58; 664-032-034,kancelaria@wolski.med.pl,Warszawa,Marcina Kasprzaka,17,01-211,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,"(22) 389-48-69, 664-032-038",kancelaria@wolski.med.pl,Warszawa,Marcina Kasprzaka,17,01-211,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),"(22) 389-47-22, 664-032-046",kancelaria@wolski.med.pl,Warszawa,Marcina Kasprzaka,17,01-211,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział udarowy,"(22) 389-48-69, 664-032-038",kancelaria@wolski.med.pl,Warszawa,Marcina Kasprzaka,17,01-211,Oddział udarowy,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,"(22) 389-47-34, 664-032-022, (22) 389-47-21",kancelaria@wolski.med.pl,Warszawa,Marcina Kasprzaka,17,01-211,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,"(22) 22 83 05 356, (22) 83 05 366/384",dyrekcja@wsdz.pl,Warszawa,Mikołaja Kopernika,43,00-328,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,"(22) 83 05 411, 798 741 361, (22) 83 05 403",dyrekcja@wsdz.pl,Warszawa,Mikołaja Kopernika,43,00-328,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Izba przyjęć szpitala dla dzieci,"(22) 83 05 425, 310",dyrekcja@wsdz.pl,Warszawa,Mikołaja Kopernika,43,00-328,Izba przyjęć szpitala dla dzieci,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,"(22) 763 32 89, (22) 763 31 64",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3,05-200,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"(22) 763 31 16, (22) 763 31 17",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3,05-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,"(22) 763 31 41, (22) 763 31 68",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3,05-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział okulistyczny,"(22) 763 32 29, (22) 763 31 73",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3,05-200,Oddział okulistyczny,52.9154671,22.52234943288953
Oddział neurologiczny,"(22) 763 31 74, (22) 763 31 72",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3.      ,05-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,"(22) 763 31 99, (22) 763 31 93",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3.      ,05-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział pediatryczny,"(22) 763 31 34, (22) 763 32 38",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3,05-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział neonatologiczny,"(22) 763 32 87, 22 763 32 76",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3,05-200,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,"22 763 32 95, 22 763 32 93",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3.      ,05-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział neurologiczny," 22 7633174, 22 7633474, 22 7633172",sekretariat@szpitalwolomin.pl,Wołomin,Gdyńska,1/3.      ,05-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,"(25)7922041 wew. 156 i 113, (25)7922041 wew. 110",spzoz@onet.pl,Węgrów,Tadeusza Kościuszki,201,07-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"(25)792 20 41 wew. 133, (25)792 20 41 wew. 132",spzoz@onet.pl,Węgrów,Tadeusza Kościuszki,201,07-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
